LATITUDE,LONGITUDE,PLASTIC,BIODIVERSITY
42.95,5.86,58.8,0.311905492
42.95,5.86,0.0,0.311905492
42.93,5.9,330.1,0.311905492
42.92,5.94,19.6,0.311905492
42.9,5.99,39.2,0.311905492
-33.91,18.32,1044.7,0.474553783
-34.5,16.88,32.2,0.474553783
-34.5,13.77,49.1,0.474553783
-34.5,12.63,12.1,0.474553783
-34.5,8.13,100.6,0.347388509
-34.5,3.39,345.6,0.296392069
-34.5,2.74,24.0,0.296392069
-34.65,-0.7,236.4,0.296392069
-34.8,-1.42,312.4,0.296392069
-34.95,-2.13,306.2,0.296392069
-35.06,-2.66,140.7,0.296392069
-35.94,-6.92,14.1,0.264581685
-36.1,-7.7,14.2,0.264581685
-36.26,-8.49,502.1,0.264581685
-37.42,-12.46,133.3,0.25728849800000003
-38.2,-11.76,0.0,0.264581685
-37.04,-12.24,7.5,0.25728849800000003
-36.71,-8.46,0.0,0.264581685
-36.64,-7.75,0.0,0.264581685
-36.58,-7.04,146.1,0.264581685
-36.52,-6.37,38.4,0.264581685
-36.45,-5.54,0.0,0.264581685
-36.14,-2.02,41.7,0.296392069
-36.09,-1.39,191.6,0.296392069
-36.03,-0.75,209.8,0.296392069
-35.96,-0.06,184.1,0.296392069
-35.88,0.62,30.700000000000006,0.296392069
-35.28,5.91,58.1,0.347388509
-35.19,6.74,97.2,0.347388509
-35.11,7.42,308.0,0.347388509
-35.04,8.11,477.0,0.347388509
-34.96,8.8,302.1,0.347388509
-34.43,13.47,182.6,0.474553783
-34.38,14.06,17.5,0.474553783
-34.38,14.49,28.2,0.474553783
-34.39,14.96,1404.0,0.474553783
-34.39,15.44,249.4,0.474553783
-33.9,18.29,224.4,0.474553783
-34.0,15.09,12.9,0.474553783
-34.67,14.16,0.0,0.474553783
-35.14,13.8,0.0,0.474553783
-37.66,11.9,0.0,0.347388509
-38.52,11.23,59.9,0.347388509
-39.13,10.75,0.0,0.347388509
-42.42,8.09,0.0,0.347388509
-42.91,7.92,0.0,0.347388509
-44.77,6.92,0.0,0.215891801
-45.27,6.43,0.0,0.215891801
-45.79,5.91,0.0,0.215891801
-46.09,5.61,0.0,0.215891801
-47.84,3.89,0.0,0.213966157
-48.28,3.43,0.0,0.213966157
-48.63,3.03,0.0,0.213966157
-50.15,1.4,0.0,0.213966157
-50.68,0.83,0.0,0.213966157
-51.11,0.34,0.0,0.213966157
-51.37,0.02,0.0,0.213966157
-54.06,0.0,0.0,0.213966157
-54.88,0.0,0.0,0.213966157
-57.73,0.0,0.0,0.136606911
-58.76,0.0,0.0,0.136606911
-59.48,0.01,114.0,0.136606911
-62.02,0.0,0.0,0.136606911
-63.1,0.0,0.0,0.136606911
5.63,83.14,0.02,0.538786172
5.71,83.71,2.01,0.538786172
5.9,85.0,11.46,0.362944499
5.97,85.7,1.3,0.362944499
6.16,86.94,0.26,0.362944499
6.24,87.62,1.44,0.362944499
6.42,88.75,0.12,0.362944499
6.47,89.37,8.639999999999999,0.362944499
6.63,90.56,0.31999999999999995,0.362944499
6.52,91.14,11.79,0.362944499
6.48,92.26,50.72,0.566620883
6.49,92.9,49.21,0.566620883
6.55,93.68,0.5800000000000001,0.566620883
6.7,94.13,0.29000000000000004,0.566620883
6.85,94.86,8.9,0.566620883
6.93,95.34,4.2700000000000005,0.566620883
7.01,96.3,2.72,0.566620883
7.28,96.9,3.3,0.566620883
2.3,101.85,16063.4,0.540856416
2.42,101.69,32136.0,0.540856416
2.65,101.38,17373.6,0.540856416
2.86,100.98,20772.6,0.540856416
3.16,100.64,4304.6,0.540856416
3.47,100.26,913.2,0.540856416
5.51,97.48,5705.0,0.566620883
5.64,97.03,5306.0999999999985,0.566620883
5.77,96.59,2856.3,0.566620883
5.9,96.15,977.6,0.566620883
6.03,95.71,717.3,0.566620883
6.17,95.28,322.9000000000001,0.566620883
6.98,92.55,676.5,0.566620883
7.13,92.03,2329.6,0.566620883
7.27,91.55,642.9,0.362944499
7.41,91.07,1659.9,0.362944499
8.74,89.26,15.7,0.362944499
9.11,89.15,1763.3,0.436721604
9.5,89.04,91.4,0.436721604
9.93,88.92,226.0,0.436721604
10.36,88.8,48.7,0.436721604
10.8,88.68,54.2,0.436721604
11.84,88.6,48.3,0.436721604
12.29,88.72,112.3,0.436721604
12.75,88.75,360.1,0.436721604
14.82,89.1,234.6,0.436721604
15.28,89.17,65.0,0.436721604
17.47,89.51,1340.2,0.430425402
18.02,89.55,565.4000000000002,0.430425402
17.94,89.34,1995.0,0.430425402
18.03,89.68,315.6,0.430425402
17.53,89.64,2251.9,0.430425402
16.04,87.96,21.8,0.436721604
16.48,87.82,18.2,0.436721604
16.04,87.87,58.6,0.436721604
15.88,88.27,1347.8,0.436721604
15.5,88.55,8.2,0.436721604
15.13,88.83,13.3,0.436721604
12.69,88.78,444.9,0.436721604
12.14,88.7,581.0,0.436721604
9.39,89.07,11.3,0.436721604
8.84,89.29,24.1,0.436721604
8.29,89.39,12.5,0.362944499
7.86,89.54,2.5,0.362944499
7.45,89.69,110.5,0.362944499
7.03,89.84,1306.5,0.362944499
6.72,90.01,102.4,0.362944499
6.81,91.38,53.8,0.362944499
6.71,91.83,111.6,0.362944499
6.63,92.23,259.1,0.566620883
6.55,92.62,2037.0,0.566620883
6.46,93.02,366.2000000000001,0.566620883
6.38,93.42,680.5,0.566620883
5.75,96.15,1635.6,0.566620883
5.64,96.56,681.9,0.566620883
5.53,96.96,1814.6,0.566620883
5.42,97.35,2123.9,0.566620883
5.23,97.71,1311.6,0.566620883
5.0,98.06,3954.3,0.566620883
3.29,100.29,426.3,0.540856416
3.02,100.63,118.7,0.540856416
2.8,100.98,2322.5,0.540856416
2.6,101.35,2250.9,0.540856416
2.36,101.69,1534.8,0.540856416
